Species,TaxID,Gene_symbol,Gene_biotype,Group
Human,9606,RPL5P35,unprocessed_pseudogene,ribosomal
Human,9606,RPL5P4,processed_pseudogene,ribosomal
Human,9606,RPL5P5,processed_pseudogene,ribosomal
Human,9606,RPL5P6,processed_pseudogene,ribosomal
Human,9606,RPL5P7,processed_pseudogene,ribosomal
Human,9606,RPL5P8,processed_pseudogene,ribosomal
Human,9606,RPL5P9,processed_pseudogene,ribosomal
Human,9606,RPL6,protein_coding,ribosomal
Human,9606,RPL6P1,processed_pseudogene,ribosomal
Human,9606,RPL6P10,processed_pseudogene,ribosomal
Human,9606,RPL6P11,unprocessed_pseudogene,ribosomal
Human,9606,RPL6P12,processed_pseudogene,ribosomal
Human,9606,RPL6P13,processed_pseudogene,ribosomal
Human,9606,RPL6P14,processed_pseudogene,ribosomal
Human,9606,RPL6P15,processed_pseudogene,ribosomal
Human,9606,RPL6P16,transcribed_processed_pseudogene,ribosomal
Human,9606,RPL6P17,processed_pseudogene,ribosomal
Human,9606,RPL6P18,processed_pseudogene,ribosomal
Human,9606,RPL6P19,processed_pseudogene,ribosomal
Human,9606,RPL6P2,processed_pseudogene,ribosomal
Human,9606,RPL6P20,processed_pseudogene,ribosomal
Human,9606,RPL6P21,processed_pseudogene,ribosomal
Human,9606,RPL6P22,processed_pseudogene,ribosomal
Human,9606,RPL6P23,processed_pseudogene,ribosomal
Human,9606,RPL6P24,processed_pseudogene,ribosomal
Human,9606,RPL6P25,processed_pseudogene,ribosomal
Human,9606,RPL6P26,processed_pseudogene,ribosomal
Human,9606,RPL6P27,transcribed_processed_pseudogene,ribosomal
Human,9606,RPL6P28,transcribed_processed_pseudogene,ribosomal
Human,9606,RPL6P29,processed_pseudogene,ribosomal
Human,9606,RPL6P3,processed_pseudogene,ribosomal
Human,9606,RPL6P30,processed_pseudogene,ribosomal
Human,9606,RPL6P31,processed_pseudogene,ribosomal
Human,9606,RPL6P32,processed_pseudogene,ribosomal
Human,9606,RPL6P4,processed_pseudogene,ribosomal
Human,9606,RPL6P5,transcribed_processed_pseudogene,ribosomal
Human,9606,RPL6P6,processed_pseudogene,ribosomal
Human,9606,RPL6P7,processed_pseudogene,ribosomal
Human,9606,RPL6P8,processed_pseudogene,ribosomal
Human,9606,RPL6P9,processed_pseudogene,ribosomal
Human,9606,RPL7,protein_coding,ribosomal
Human,9606,RPL7A,protein_coding,ribosomal
Human,9606,RPL7AP10,processed_pseudogene,ribosomal
Human,9606,RPL7AP11,processed_pseudogene,ribosomal
Human,9606,RPL7AP12,processed_pseudogene,ribosomal
Human,9606,RPL7AP13,processed_pseudogene,ribosomal
Human,9606,RPL7AP14,processed_pseudogene,ribosomal
Human,9606,RPL7AP15,processed_pseudogene,ribosomal
Human,9606,RPL7AP16,processed_pseudogene,ribosomal
Human,9606,RPL7AP17,processed_pseudogene,ribosomal
Human,9606,RPL7AP18,processed_pseudogene,ribosomal
Human,9606,RPL7AP19,transcribed_processed_pseudogene,ribosomal
Human,9606,RPL7AP2,processed_pseudogene,ribosomal
Human,9606,RPL7AP20,processed_pseudogene,ribosomal
Human,9606,RPL7AP21,processed_pseudogene,ribosomal
Human,9606,RPL7AP22,processed_pseudogene,ribosomal
Human,9606,RPL7AP23,processed_pseudogene,ribosomal
Human,9606,RPL7AP24,processed_pseudogene,ribosomal
Human,9606,RPL7AP25,processed_pseudogene,ribosomal
Human,9606,RPL7AP26,processed_pseudogene,ribosomal
Human,9606,RPL7AP27,processed_pseudogene,ribosomal
Human,9606,RPL7AP28,transcribed_processed_pseudogene,ribosomal
Human,9606,RPL7AP29,processed_pseudogene,ribosomal
Human,9606,RPL7AP3,processed_pseudogene,ribosomal
Human,9606,RPL7AP30,processed_pseudogene,ribosomal
Human,9606,RPL7AP31,processed_pseudogene,ribosomal
Human,9606,RPL7AP32,processed_pseudogene,ribosomal
Human,9606,RPL7AP33,processed_pseudogene,ribosomal
Human,9606,RPL7AP34,transcribed_processed_pseudogene,ribosomal
Human,9606,RPL7AP35,processed_pseudogene,ribosomal
Human,9606,RPL7AP36,processed_pseudogene,ribosomal
Human,9606,RPL7AP37,transcribed_processed_pseudogene,ribosomal
Human,9606,RPL7AP38,processed_pseudogene,ribosomal
Human,9606,RPL7AP39,processed_pseudogene,ribosomal
Human,9606,RPL7AP4,processed_pseudogene,ribosomal
Human,9606,RPL7AP40,processed_pseudogene,ribosomal
Human,9606,RPL7AP41,processed_pseudogene,ribosomal
Human,9606,RPL7AP42,processed_pseudogene,ribosomal
Human,9606,RPL7AP43,transcribed_processed_pseudogene,ribosomal
Human,9606,RPL7AP44,processed_pseudogene,ribosomal
Human,9606,RPL7AP45,transcribed_processed_pseudogene,ribosomal
Human,9606,RPL7AP46,processed_pseudogene,ribosomal
Human,9606,RPL7AP47,transcribed_processed_pseudogene,ribosomal
Human,9606,RPL7AP48,processed_pseudogene,ribosomal
Human,9606,RPL7AP49,transcribed_processed_pseudogene,ribosomal
Human,9606,RPL7AP5,processed_pseudogene,ribosomal
Human,9606,RPL7AP50,processed_pseudogene,ribosomal
Human,9606,RPL7AP51,processed_pseudogene,ribosomal
Human,9606,RPL7AP52,processed_pseudogene,ribosomal
Human,9606,RPL7AP53,processed_pseudogene,ribosomal
Human,9606,RPL7AP54,processed_pseudogene,ribosomal
Human,9606,RPL7AP55,processed_pseudogene,ribosomal
Human,9606,RPL7AP56,processed_pseudogene,ribosomal
Human,9606,RPL7AP57,transcribed_processed_pseudogene,ribosomal
Human,9606,RPL7AP58,processed_pseudogene,ribosomal
Human,9606,RPL7AP6,processed_pseudogene,ribosomal
Human,9606,RPL7AP60,processed_pseudogene,ribosomal
Human,9606,RPL7AP61,processed_pseudogene,ribosomal
Human,9606,RPL7AP62,processed_pseudogene,ribosomal
Human,9606,RPL7AP63,processed_pseudogene,ribosomal
Human,9606,RPL7AP64,transcribed_processed_pseudogene,ribosomal
Human,9606,RPL7AP65,processed_pseudogene,ribosomal
Human,9606,RPL7AP66,processed_pseudogene,ribosomal
Human,9606,RPL7AP67,processed_pseudogene,ribosomal
Human,9606,RPL7AP69,processed_pseudogene,ribosomal
Human,9606,RPL7AP7,processed_pseudogene,ribosomal
Human,9606,RPL7AP70,processed_pseudogene,ribosomal
Human,9606,RPL7AP71,processed_pseudogene,ribosomal
Human,9606,RPL7AP72,processed_pseudogene,ribosomal
Human,9606,RPL7AP73,transcribed_processed_pseudogene,ribosomal
Human,9606,RPL7AP74,processed_pseudogene,ribosomal
Human,9606,RPL7AP75,transcribed_processed_pseudogene,ribosomal
Human,9606,RPL7AP76,transcribed_processed_pseudogene,ribosomal
Human,9606,RPL7AP77,processed_pseudogene,ribosomal
Human,9606,RPL7AP78,processed_pseudogene,ribosomal
Human,9606,RPL7AP79,processed_pseudogene,ribosomal
Human,9606,RPL7AP8,processed_pseudogene,ribosomal
Human,9606,RPL7AP80,processed_pseudogene,ribosomal
Human,9606,RPL7AP81,processed_pseudogene,ribosomal
Human,9606,RPL7AP82,processed_pseudogene,ribosomal
Human,9606,RPL7AP83,processed_pseudogene,ribosomal
Human,9606,RPL7AP9,transcribed_processed_pseudogene,ribosomal
Human,9606,RPL7L1,protein_coding,ribosomal
Human,9606,RPL7L1P1,processed_pseudogene,ribosomal
Human,9606,RPL7L1P10,processed_pseudogene,ribosomal
Human,9606,RPL7L1P11,processed_pseudogene,ribosomal
Human,9606,RPL7L1P12,processed_pseudogene,ribosomal
Human,9606,RPL7L1P13,processed_pseudogene,ribosomal
Human,9606,RPL7L1P14,processed_pseudogene,ribosomal
Human,9606,RPL7L1P15,processed_pseudogene,ribosomal
Human,9606,RPL7L1P16,unprocessed_pseudogene,ribosomal
Human,9606,RPL7L1P17,processed_pseudogene,ribosomal
Human,9606,RPL7L1P18,processed_pseudogene,ribosomal
Human,9606,RPL7L1P19,processed_pseudogene,ribosomal
Human,9606,RPL7L1P2,processed_pseudogene,ribosomal
Human,9606,RPL7L1P20,processed_pseudogene,ribosomal
Human,9606,RPL7L1P21,processed_pseudogene,ribosomal
Human,9606,RPL7L1P22,processed_pseudogene,ribosomal
Human,9606,RPL7L1P3,processed_pseudogene,ribosomal
Human,9606,RPL7L1P4,processed_pseudogene,ribosomal
Human,9606,RPL7L1P5,processed_pseudogene,ribosomal
Human,9606,RPL7L1P7,processed_pseudogene,ribosomal
Human,9606,RPL7L1P8,processed_pseudogene,ribosomal
Human,9606,RPL7L1P9,processed_pseudogene,ribosomal
Human,9606,RPL7P1,processed_pseudogene,ribosomal
Human,9606,RPL7P10,processed_pseudogene,ribosomal
Human,9606,RPL7P11,processed_pseudogene,ribosomal
Human,9606,RPL7P12,transcribed_processed_pseudogene,ribosomal
Human,9606,RPL7P13,processed_pseudogene,ribosomal
Human,9606,RPL7P14,processed_pseudogene,ribosomal
Human,9606,RPL7P15,processed_pseudogene,ribosomal
Human,9606,RPL7P16,transcribed_processed_pseudogene,ribosomal
Human,9606,RPL7P17,processed_pseudogene,ribosomal
Human,9606,RPL7P18,processed_pseudogene,ribosomal
Human,9606,RPL7P19,processed_pseudogene,ribosomal
Human,9606,RPL7P2,processed_pseudogene,ribosomal
Human,9606,RPL7P20,processed_pseudogene,ribosomal
Human,9606,RPL7P21,processed_pseudogene,ribosomal
Human,9606,RPL7P22,processed_pseudogene,ribosomal
Human,9606,RPL7P23,processed_pseudogene,ribosomal
Human,9606,RPL7P24,processed_pseudogene,ribosomal
Human,9606,RPL7P25,processed_pseudogene,ribosomal
Human,9606,RPL7P26,processed_pseudogene,ribosomal
Human,9606,RPL7P27,processed_pseudogene,ribosomal
Human,9606,RPL7P28,processed_pseudogene,ribosomal
Human,9606,RPL7P29,processed_pseudogene,ribosomal
Human,9606,RPL7P3,processed_pseudogene,ribosomal
Human,9606,RPL7P30,processed_pseudogene,ribosomal
Human,9606,RPL7P31,processed_pseudogene,ribosomal
Human,9606,RPL7P32,processed_pseudogene,ribosomal
Human,9606,RPL7P33,processed_pseudogene,ribosomal
Human,9606,RPL7P34,processed_pseudogene,ribosomal
Human,9606,RPL7P35,processed_pseudogene,ribosomal
Human,9606,RPL7P36,processed_pseudogene,ribosomal
Human,9606,RPL7P37,processed_pseudogene,ribosomal
Human,9606,RPL7P38,transcribed_processed_pseudogene,ribosomal
Human,9606,RPL7P39,processed_pseudogene,ribosomal
Human,9606,RPL7P4,processed_pseudogene,ribosomal
Human,9606,RPL7P40,processed_pseudogene,ribosomal
Human,9606,RPL7P41,processed_pseudogene,ribosomal
Human,9606,RPL7P42,processed_pseudogene,ribosomal
Human,9606,RPL7P43,processed_pseudogene,ribosomal
Human,9606,RPL7P44,processed_pseudogene,ribosomal
Human,9606,RPL7P45,processed_pseudogene,ribosomal
Human,9606,RPL7P46,processed_pseudogene,ribosomal
Human,9606,RPL7P47,processed_pseudogene,ribosomal
Human,9606,RPL7P48,processed_pseudogene,ribosomal
Human,9606,RPL7P49,processed_pseudogene,ribosomal
Human,9606,RPL7P5,processed_pseudogene,ribosomal
Human,9606,RPL7P50,processed_pseudogene,ribosomal
Human,9606,RPL7P51,transcribed_processed_pseudogene,ribosomal
Human,9606,RPL7P52,processed_pseudogene,ribosomal
Human,9606,RPL7P53,processed_pseudogene,ribosomal
Human,9606,RPL7P54,processed_pseudogene,ribosomal
Human,9606,RPL7P55,processed_pseudogene,ribosomal
Human,9606,RPL7P56,processed_pseudogene,ribosomal
Human,9606,RPL7P57,processed_pseudogene,ribosomal
Human,9606,RPL7P58,processed_pseudogene,ribosomal
Human,9606,RPL7P59,processed_pseudogene,ribosomal
Human,9606,RPL7P6,processed_pseudogene,ribosomal
Human,9606,RPL7P60,processed_pseudogene,ribosomal
Human,9606,RPL7P61,processed_pseudogene,ribosomal
Human,9606,RPL7P7,processed_pseudogene,ribosomal
Human,9606,RPL7P8,processed_pseudogene,ribosomal
Human,9606,RPL7P9,processed_pseudogene,ribosomal
Human,9606,RPL8,protein_coding,ribosomal
Human,9606,RPL8P1,processed_pseudogene,ribosomal
Human,9606,RPL8P2,processed_pseudogene,ribosomal
Human,9606,RPL8P3,processed_pseudogene,ribosomal
Human,9606,RPL8P4,processed_pseudogene,ribosomal
Human,9606,RPL8P5,processed_pseudogene,ribosomal
Human,9606,RPL9,protein_coding,ribosomal
Human,9606,RPL9P13,processed_pseudogene,ribosomal
Human,9606,RPL9P14,processed_pseudogene,ribosomal
Human,9606,RPL9P15,processed_pseudogene,ribosomal
Human,9606,RPL9P16,processed_pseudogene,ribosomal
Human,9606,RPL9P18,processed_pseudogene,ribosomal
Human,9606,RPL9P2,processed_pseudogene,ribosomal
Human,9606,RPL9P21,processed_pseudogene,ribosomal
Human,9606,RPL9P25,processed_pseudogene,ribosomal
Human,9606,RPL9P28,processed_pseudogene,ribosomal
Human,9606,RPL9P29,processed_pseudogene,ribosomal
Human,9606,RPL9P3,processed_pseudogene,ribosomal
Human,9606,RPL9P30,processed_pseudogene,ribosomal
Human,9606,RPL9P31,processed_pseudogene,ribosomal
Human,9606,RPL9P32,processed_pseudogene,ribosomal
Human,9606,RPL9P33,processed_pseudogene,ribosomal
Human,9606,RPL9P5,processed_pseudogene,ribosomal
Human,9606,RPL9P6,processed_pseudogene,ribosomal
Human,9606,RPL9P7,processed_pseudogene,ribosomal
Human,9606,RPLP0,protein_coding,ribosomal
Human,9606,RPLP0P1,processed_pseudogene,ribosomal
Human,9606,RPLP0P10,processed_pseudogene,ribosomal
Human,9606,RPLP0P11,processed_pseudogene,ribosomal
Human,9606,RPLP0P12,transcribed_processed_pseudogene,ribosomal
Human,9606,RPLP0P2,lncRNA,ribosomal
Human,9606,RPLP0P3,processed_pseudogene,ribosomal
Human,9606,RPLP0P4,processed_pseudogene,ribosomal
Human,9606,RPLP0P5,processed_pseudogene,ribosomal
Human,9606,RPLP0P6,processed_pseudogene,ribosomal
Human,9606,RPLP0P7,processed_pseudogene,ribosomal
Human,9606,RPLP0P8,processed_pseudogene,ribosomal
Human,9606,RPLP0P9,processed_pseudogene,ribosomal
Human,9606,RPLP1,protein_coding,ribosomal
Human,9606,RPLP1P10,processed_pseudogene,ribosomal
Human,9606,RPLP1P11,processed_pseudogene,ribosomal
Human,9606,RPLP1P13,processed_pseudogene,ribosomal
Human,9606,RPLP1P5,processed_pseudogene,ribosomal
Human,9606,RPLP1P6,transcribed_processed_pseudogene,ribosomal
Human,9606,RPLP2,protein_coding,ribosomal
Human,9606,RPLP2P1,processed_pseudogene,ribosomal
Human,9606,RPS10,protein_coding,ribosomal
Human,9606,RPS10-NUDT3,protein_coding,ribosomal
Human,9606,RPS10P10,processed_pseudogene,ribosomal
Human,9606,RPS10P13,processed_pseudogene,ribosomal
Human,9606,RPS10P14,processed_pseudogene,ribosomal
Human,9606,RPS10P16,unprocessed_pseudogene,ribosomal
Human,9606,RPS10P18,processed_pseudogene,ribosomal
Human,9606,RPS10P2,processed_pseudogene,ribosomal
Human,9606,RPS10P20,transcribed_processed_pseudogene,ribosomal
Human,9606,RPS10P21,processed_pseudogene,ribosomal
Human,9606,RPS10P27,processed_pseudogene,ribosomal
Human,9606,RPS10P28,processed_pseudogene,ribosomal
Human,9606,RPS10P29,processed_pseudogene,ribosomal
Human,9606,RPS10P3,processed_pseudogene,ribosomal
Human,9606,RPS10P30,processed_pseudogene,ribosomal
Human,9606,RPS10P4,processed_pseudogene,ribosomal
Human,9606,RPS10P5,transcribed_processed_pseudogene,ribosomal
Human,9606,RPS10P7,transcribed_processed_pseudogene,ribosomal
Human,9606,RPS10P9,processed_pseudogene,ribosomal
Human,9606,RPS11,protein_coding,ribosomal
Human,9606,RPS11P1,processed_pseudogene,ribosomal
Human,9606,RPS11P5,processed_pseudogene,ribosomal
Human,9606,RPS11P7,processed_pseudogene,ribosomal
Human,9606,RPS12,protein_coding,ribosomal
Human,9606,RPS12P10,processed_pseudogene,ribosomal
Human,9606,RPS12P14,processed_pseudogene,ribosomal
Human,9606,RPS12P15,processed_pseudogene,ribosomal
Human,9606,RPS12P16,processed_pseudogene,ribosomal
Human,9606,RPS12P17,processed_pseudogene,ribosomal
Human,9606,RPS12P18,processed_pseudogene,ribosomal
Human,9606,RPS12P2,processed_pseudogene,ribosomal
Human,9606,RPS12P20,processed_pseudogene,ribosomal
Human,9606,RPS12P21,processed_pseudogene,ribosomal
Human,9606,RPS12P23,processed_pseudogene,ribosomal
Human,9606,RPS12P24,processed_pseudogene,ribosomal
Human,9606,RPS12P26,transcribed_processed_pseudogene,ribosomal
Human,9606,RPS12P27,processed_pseudogene,ribosomal
Human,9606,RPS12P28,processed_pseudogene,ribosomal
Human,9606,RPS12P3,processed_pseudogene,ribosomal
Human,9606,RPS12P31,processed_pseudogene,ribosomal
Human,9606,RPS12P32,processed_pseudogene,ribosomal
Human,9606,RPS12P4,processed_pseudogene,ribosomal
Human,9606,RPS12P5,processed_pseudogene,ribosomal
Human,9606,RPS12P6,processed_pseudogene,ribosomal
Human,9606,RPS12P7,processed_pseudogene,ribosomal
Human,9606,RPS13,protein_coding,ribosomal
Human,9606,RPS13P2,processed_pseudogene,ribosomal
Human,9606,RPS13P3,processed_pseudogene,ribosomal
Human,9606,RPS13P4,processed_pseudogene,ribosomal
Human,9606,RPS13P5,processed_pseudogene,ribosomal
Human,9606,RPS14,protein_coding,ribosomal
Human,9606,RPS14P4,processed_pseudogene,ribosomal
Human,9606,RPS14P5,processed_pseudogene,ribosomal
Human,9606,RPS14P7,transcribed_processed_pseudogene,ribosomal
Human,9606,RPS14P8,processed_pseudogene,ribosomal
Human,9606,RPS15,protein_coding,ribosomal
Human,9606,RPS15A,protein_coding,ribosomal
Human,9606,RPS15AP1,processed_pseudogene,ribosomal
Human,9606,RPS15AP10,processed_pseudogene,ribosomal
Human,9606,RPS15AP11,processed_pseudogene,ribosomal
Human,9606,RPS15AP12,processed_pseudogene,ribosomal
Human,9606,RPS15AP13,processed_pseudogene,ribosomal
Human,9606,RPS15AP14,processed_pseudogene,ribosomal
Human,9606,RPS15AP15,processed_pseudogene,ribosomal
Human,9606,RPS15AP16,processed_pseudogene,ribosomal
Human,9606,RPS15AP17,processed_pseudogene,ribosomal
Human,9606,RPS15AP18,processed_pseudogene,ribosomal
Human,9606,RPS15AP19,processed_pseudogene,ribosomal
Human,9606,RPS15AP20,processed_pseudogene,ribosomal
Human,9606,RPS15AP24,processed_pseudogene,ribosomal
Human,9606,RPS15AP25,processed_pseudogene,ribosomal
Human,9606,RPS15AP27,processed_pseudogene,ribosomal
Human,9606,RPS15AP28,processed_pseudogene,ribosomal
Human,9606,RPS15AP29,processed_pseudogene,ribosomal
Human,9606,RPS15AP3,processed_pseudogene,ribosomal
Human,9606,RPS15AP30,processed_pseudogene,ribosomal
Human,9606,RPS15AP32,processed_pseudogene,ribosomal
Human,9606,RPS15AP34,processed_pseudogene,ribosomal
Human,9606,RPS15AP36,processed_pseudogene,ribosomal
Human,9606,RPS15AP37,processed_pseudogene,ribosomal
Human,9606,RPS15AP38,processed_pseudogene,ribosomal
Human,9606,RPS15AP39,processed_pseudogene,ribosomal
Human,9606,RPS15AP40,processed_pseudogene,ribosomal
Human,9606,RPS15AP5,processed_pseudogene,ribosomal
Human,9606,RPS15AP6,processed_pseudogene,ribosomal
Human,9606,RPS15AP7,processed_pseudogene,ribosomal
Human,9606,RPS15AP9,processed_pseudogene,ribosomal
Human,9606,RPS15P4,processed_pseudogene,ribosomal
Human,9606,RPS15P5,processed_pseudogene,ribosomal
Human,9606,RPS15P9,processed_pseudogene,ribosomal
Human,9606,RPS16,protein_coding,ribosomal
Human,9606,RPS16P2,processed_pseudogene,ribosomal
Human,9606,RPS16P3,processed_pseudogene,ribosomal
Human,9606,RPS16P4,transcribed_processed_pseudogene,ribosomal
Human,9606,RPS16P5,transcribed_processed_pseudogene,ribosomal
Human,9606,RPS16P8,processed_pseudogene,ribosomal
Human,9606,RPS16P9,processed_pseudogene,ribosomal
Human,9606,RPS17,protein_coding,ribosomal
Human,9606,RPS17P1,processed_pseudogene,ribosomal
Human,9606,RPS17P10,processed_pseudogene,ribosomal
Human,9606,RPS17P11,processed_pseudogene,ribosomal
Human,9606,RPS17P13,processed_pseudogene,ribosomal
Human,9606,RPS17P14,processed_pseudogene,ribosomal
Human,9606,RPS17P15,processed_pseudogene,ribosomal
Human,9606,RPS17P16,processed_pseudogene,ribosomal
Human,9606,RPS17P17,processed_pseudogene,ribosomal
Human,9606,RPS17P2,processed_pseudogene,ribosomal
Human,9606,RPS17P5,processed_pseudogene,ribosomal
Human,9606,RPS17P7,processed_pseudogene,ribosomal
Human,9606,RPS17P8,processed_pseudogene,ribosomal
Human,9606,RPS17P9,processed_pseudogene,ribosomal
Human,9606,RPS18,protein_coding,ribosomal
Human,9606,RPS18P1,processed_pseudogene,ribosomal
Human,9606,RPS18P12,processed_pseudogene,ribosomal
Human,9606,RPS18P13,processed_pseudogene,ribosomal
Human,9606,RPS18P14,processed_pseudogene,ribosomal
Human,9606,RPS18P5,processed_pseudogene,ribosomal
Human,9606,RPS18P6,transcribed_processed_pseudogene,ribosomal
Human,9606,RPS18P8,processed_pseudogene,ribosomal
Human,9606,RPS18P9,transcribed_processed_pseudogene,ribosomal
Human,9606,RPS19,protein_coding,ribosomal
Human,9606,RPS19BP1,protein_coding,ribosomal
Human,9606,RPS19P1,processed_pseudogene,ribosomal
Human,9606,RPS19P3,processed_pseudogene,ribosomal
Human,9606,RPS19P6,processed_pseudogene,ribosomal
Human,9606,RPS19P7,processed_pseudogene,ribosomal
Human,9606,RPS2,protein_coding,ribosomal
Human,9606,RPS20,protein_coding,ribosomal
Human,9606,RPS20P1,processed_pseudogene,ribosomal
Human,9606,RPS20P10,transcribed_processed_pseudogene,ribosomal
Human,9606,RPS20P12,processed_pseudogene,ribosomal
Human,9606,RPS20P13,processed_pseudogene,ribosomal
Human,9606,RPS20P14,processed_pseudogene,ribosomal
Human,9606,RPS20P15,processed_pseudogene,ribosomal
Human,9606,RPS20P2,processed_pseudogene,ribosomal
Human,9606,RPS20P20,processed_pseudogene,ribosomal
Human,9606,RPS20P21,processed_pseudogene,ribosomal
Human,9606,RPS20P22,transcribed_processed_pseudogene,ribosomal
Human,9606,RPS20P23,transcribed_processed_pseudogene,ribosomal
Human,9606,RPS20P24,processed_pseudogene,ribosomal
Human,9606,RPS20P25,processed_pseudogene,ribosomal
Human,9606,RPS20P31,processed_pseudogene,ribosomal
Human,9606,RPS20P32,processed_pseudogene,ribosomal
Human,9606,RPS20P33,processed_pseudogene,ribosomal
Human,9606,RPS20P4,processed_pseudogene,ribosomal
Human,9606,RPS20P5,processed_pseudogene,ribosomal
Human,9606,RPS20P9,processed_pseudogene,ribosomal
Human,9606,RPS21,protein_coding,ribosomal
Human,9606,RPS21-DT,lncRNA,ribosomal
Human,9606,RPS21P1,transcribed_processed_pseudogene,ribosomal
Human,9606,RPS21P2,processed_pseudogene,ribosomal
Human,9606,RPS21P4,processed_pseudogene,ribosomal
Human,9606,RPS21P7,processed_pseudogene,ribosomal
Human,9606,RPS21P8,processed_pseudogene,ribosomal
Human,9606,RPS23,protein_coding,ribosomal
Human,9606,RPS23P1,processed_pseudogene,ribosomal
Human,9606,RPS23P10,unprocessed_pseudogene,ribosomal
Human,9606,RPS23P2,processed_pseudogene,ribosomal
Human,9606,RPS23P3,processed_pseudogene,ribosomal
Human,9606,RPS23P4,processed_pseudogene,ribosomal
Human,9606,RPS23P5,processed_pseudogene,ribosomal
Human,9606,RPS23P6,processed_pseudogene,ribosomal
Human,9606,RPS23P7,processed_pseudogene,ribosomal
Human,9606,RPS23P8,processed_pseudogene,ribosomal
Human,9606,RPS23P9,unprocessed_pseudogene,ribosomal
Human,9606,RPS24,protein_coding,ribosomal
Human,9606,RPS24P1,processed_pseudogene,ribosomal
Human,9606,RPS24P10,transcribed_processed_pseudogene,ribosomal
Human,9606,RPS24P12,processed_pseudogene,ribosomal
Human,9606,RPS24P13,processed_pseudogene,ribosomal
Human,9606,RPS24P14,transcribed_processed_pseudogene,ribosomal
Human,9606,RPS24P16,processed_pseudogene,ribosomal
Human,9606,RPS24P17,processed_pseudogene,ribosomal
Human,9606,RPS24P18,processed_pseudogene,ribosomal
Human,9606,RPS24P19,processed_pseudogene,ribosomal
Human,9606,RPS24P21,processed_pseudogene,ribosomal
Human,9606,RPS24P6,processed_pseudogene,ribosomal
Human,9606,RPS24P7,processed_pseudogene,ribosomal
Human,9606,RPS24P8,processed_pseudogene,ribosomal
Human,9606,RPS24P9,transcribed_processed_pseudogene,ribosomal
Human,9606,RPS25,protein_coding,ribosomal
Human,9606,RPS25P10,processed_pseudogene,ribosomal
Human,9606,RPS25P3,processed_pseudogene,ribosomal
Human,9606,RPS25P4,processed_pseudogene,ribosomal
Human,9606,RPS25P5,transcribed_processed_pseudogene,ribosomal
Human,9606,RPS25P7,processed_pseudogene,ribosomal
Human,9606,RPS25P9,processed_pseudogene,ribosomal
Human,9606,RPS26,protein_coding,ribosomal
Human,9606,RPS26P11,processed_pseudogene,ribosomal
Human,9606,RPS26P13,processed_pseudogene,ribosomal
Human,9606,RPS26P15,processed_pseudogene,ribosomal
Human,9606,RPS26P18,processed_pseudogene,ribosomal
Human,9606,RPS26P19,processed_pseudogene,ribosomal
Human,9606,RPS26P2,processed_pseudogene,ribosomal
Human,9606,RPS26P20,processed_pseudogene,ribosomal
Human,9606,RPS26P21,processed_pseudogene,ribosomal
Human,9606,RPS26P22,processed_pseudogene,ribosomal
Human,9606,RPS26P24,processed_pseudogene,ribosomal
Human,9606,RPS26P28,processed_pseudogene,ribosomal
Human,9606,RPS26P29,processed_pseudogene,ribosomal
Human,9606,RPS26P3,processed_pseudogene,ribosomal
Human,9606,RPS26P30,processed_pseudogene,ribosomal
Human,9606,RPS26P31,processed_pseudogene,ribosomal
Human,9606,RPS26P34,processed_pseudogene,ribosomal
Human,9606,RPS26P35,processed_pseudogene,ribosomal
Human,9606,RPS26P38,processed_pseudogene,ribosomal
Human,9606,RPS26P39,processed_pseudogene,ribosomal
Human,9606,RPS26P4,processed_pseudogene,ribosomal
Human,9606,RPS26P40,processed_pseudogene,ribosomal
Human,9606,RPS26P41,processed_pseudogene,ribosomal
Human,9606,RPS26P42,processed_pseudogene,ribosomal
Human,9606,RPS26P43,processed_pseudogene,ribosomal
Human,9606,RPS26P45,processed_pseudogene,ribosomal
Human,9606,RPS26P47,processed_pseudogene,ribosomal
Human,9606,RPS26P48,processed_pseudogene,ribosomal
Human,9606,RPS26P49,processed_pseudogene,ribosomal
Human,9606,RPS26P5,processed_pseudogene,ribosomal
Human,9606,RPS26P52,processed_pseudogene,ribosomal
Human,9606,RPS26P54,processed_pseudogene,ribosomal
Human,9606,RPS26P55,processed_pseudogene,ribosomal
Human,9606,RPS26P56,processed_pseudogene,ribosomal
Human,9606,RPS26P57,processed_pseudogene,ribosomal
Human,9606,RPS26P58,processed_pseudogene,ribosomal
Human,9606,RPS26P59,processed_pseudogene,ribosomal
Human,9606,RPS26P6,processed_pseudogene,ribosomal
Human,9606,RPS26P8,transcribed_processed_pseudogene,ribosomal
Human,9606,RPS27,protein_coding,ribosomal
Human,9606,RPS27A,protein_coding,ribosomal
Human,9606,RPS27AP1,processed_pseudogene,ribosomal
Human,9606,RPS27AP10,processed_pseudogene,ribosomal
Human,9606,RPS27AP11,processed_pseudogene,ribosomal
Human,9606,RPS27AP12,processed_pseudogene,ribosomal
Human,9606,RPS27AP13,processed_pseudogene,ribosomal
Human,9606,RPS27AP14,processed_pseudogene,ribosomal
Human,9606,RPS27AP15,processed_pseudogene,ribosomal
Human,9606,RPS27AP16,transcribed_processed_pseudogene,ribosomal
Human,9606,RPS27AP17,processed_pseudogene,ribosomal
Human,9606,RPS27AP18,processed_pseudogene,ribosomal
